# res.; time-begin; time-end; to leaflet; outcome
DPPC    137    7144    7284    -1    Fail
DPPC    255    7096    7304    -1    Fail
DPPC    515    6492    6603    -1    Fail
DPPC    515    6931    7061    -1    Fail
DPPC    541    7316    7433    1    Fail
DPPC    579    6151    6260    1    Fail
DPPC    579    8170    8309    1    Fail
DPPC    703    1759    1915    -1    Fail
DPPC    948    6542    6761    -1    Fail
DPPC    948    7113    7226    -1    Fail
DPPC    948    7908    8010    -1    Fail
DPPC    980    6524    6646    -1    Fail
DPPC    993    7145    7267    -1    Fail
DPPC    994    7363    7511    -1    Fail
DPPC    1001    7156    7267    -1    Fail
DPPC    1001    7394    7526    -1    Fail
CHOL    1036    274    497    1    Fail
CHOL    1036    640    758    1    Fail
CHOL    1044    5340    5506    1    Fail
CHOL    1044    5641    5748    1    Fail
CHOL    1044    8836    9102    1    Fail
CHOL    1044    9247    9350    1    Fail
CHOL    1048    854    958    -1    Fail
CHOL    1048    1758    1947    -1    Fail
CHOL    1049    3704    3852    -1    Fail
CHOL    1049    5047    5328    -1    Fail
CHOL    1049    7688    8451    -1    Fail
CHOL    1049    8979    9129    -1    Fail
CHOL    1049    9516    9630    -1    Fail
CHOL    1052    4911    5286    -1    Fail
CHOL    1052    8133    8312    -1    Fail
CHOL    1054    5039    5282    -1    Fail
CHOL    1054    7366    7505    -1    Fail
CHOL    1060    7317    7501    -1    Fail
CHOL    1060    7702    8246    -1    Fail
CHOL    1060    8392    8531    -1    Fail
CHOL    1060    8977    9308    -1    Fail
CHOL    1060    9634    9792    -1    Fail
CHOL    1062    4901    5141    -1    Fail
CHOL    1062    7281    7487    -1    Fail
CHOL    1062    7710    8377    -1    Fail
CHOL    1065    3633    3741    1    Fail
CHOL    1065    8191    8780    1    Fail
CHOL    1069    7573    7687    1    Fail
CHOL    1069    8967    9128    1    Fail
CHOL    1069    9317    9433    1    Fail
CHOL    1070    3631    3770    1    Fail
CHOL    1070    9718    9882    1    Fail
CHOL    1101    9395    9561    1    Fail
CHOL    1116    7266    7476    -1    Fail
CHOL    1116    8094    8451    -1    Fail
CHOL    1123    8046    8163    1    Fail
CHOL    1129    2821    3014    1    Fail
CHOL    1132    9034    9152    1    Fail
CHOL    1134    9328    9537    1    Fail
CHOL    1135    8072    8177    1    Fail
CHOL    1146    7586    7729    -1    Fail
CHOL    1146    8056    8104    1    Success
CHOL    1148    1811    1922    -1    Fail
