# res.; time-begin; time-end; to leaflet; outcome
DPPC    66    5404    5532    1    Fail
DPPC    77    4840    5093    1    Fail
DPPC    100    658    771    1    Fail
DPPC    196    4157    4259    -1    Fail
DPPC    436    4590    4702    -1    Fail
DPPC    517    5202    5451    1    Fail
DPPC    522    3658    3846    1    Fail
DPPC    562    3712    4701    1    Fail
DPPC    562    6172    6305    1    Fail
DPPC    562    6543    6688    1    Fail
DPPC    569    617    763    1    Fail
DPPC    575    290    603    1    Fail
DPPC    575    784    997    1    Fail
DPPC    575    5767    6021    1    Fail
DPPC    575    6184    6342    1    Fail
DPPC    579    598    845    1    Fail
DPPC    579    4004    4134    1    Fail
DPPC    579    4467    4665    1    Fail
DPPC    579    5111    5291    1    Fail
DPPC    583    605    737    1    Fail
DPPC    595    5176    5380    1    Fail
DPPC    611    778    911    1    Fail
DPPC    611    1266    1592    1    Fail
DPPC    611    1823    1927    1    Fail
DPPC    611    2336    2461    1    Fail
DPPC    611    2604    2736    1    Fail
DPPC    611    5620    5778    1    Fail
DPPC    611    6267    6410    1    Fail
DPPC    611    6520    6655    1    Fail
DPPC    615    745    918    1    Fail
DPPC    616    6047    6149    1    Fail
DPPC    627    4949    5061    1    Fail
DPPC    633    2955    3091    1    Fail
DPPC    638    3940    4134    1    Fail
DPPC    838    5464    5796    1    Fail
DPPC    842    1711    1891    1    Fail
DPPC    847    1263    1373    1    Fail
DPPC    859    5542    5886    1    Fail
DPPC    880    5372    5892    1    Fail
DPPC    903    3920    4138    1    Fail
DPPC    978    5404    5582    -1    Fail
DPPC    978    5682    5973    -1    Fail
CHOL    1044    2994    4815    1    Fail
CHOL    1049    1420    1549    -1    Fail
CHOL    1049    4172    4287    -1    Fail
CHOL    1049    4430    4609    -1    Fail
CHOL    1052    2211    3165    -1    Fail
CHOL    1052    3479    4597    -1    Fail
CHOL    1052    5272    5589    -1    Fail
CHOL    1052    6118    6479    -1    Fail
CHOL    1060    410    596    -1    Fail
CHOL    1060    2116    3676    -1    Fail
CHOL    1060    3958    5916    -1    Fail
CHOL    1060    6358    6477    -1    Fail
CHOL    1062    3026    3156    -1    Fail
CHOL    1062    4135    4643    -1    Fail
CHOL    1065    6176    6304    1    Fail
CHOL    1069    3165    3396    1    Fail
CHOL    1069    4882    5223    1    Fail
CHOL    1069    5700    5856    1    Fail
CHOL    1070    5819    5950    1    Fail
CHOL    1094    2694    2812    1    Fail
CHOL    1094    3451    4655    1    Fail
CHOL    1095    1728    1859    1    Fail
CHOL    1095    1959    2091    1    Fail
CHOL    1116    488    651    -1    Fail
CHOL    1123    1145    1367    1    Fail
CHOL    1123    2624    2833    1    Fail
CHOL    1123    5119    5709    1    Fail
CHOL    1123    6156    6605    1    Fail
CHOL    1124    3136    3322    1    Fail
CHOL    1124    5387    5532    1    Fail
CHOL    1128    5486    5646    1    Fail
CHOL    1128    5957    6109    1    Fail
CHOL    1129    1596    2093    1    Fail
CHOL    1129    2224    2404    1    Fail
CHOL    1131    3207    3308    1    Fail
CHOL    1133    2461    2644    1    Fail
CHOL    1133    5148    5267    1    Fail
CHOL    1133    5739    5851    1    Fail
CHOL    1134    4968    5132    1    Fail
CHOL    1135    516    814    1    Fail
CHOL    1135    6013    6323    1    Fail
CHOL    1136    1769    2093    1    Fail
CHOL    1151    4951    5109    -1    Fail
