# time n - 500 (ps)    time n (ps)     molecule
48500.0 49000.0   CHOL 271 485 490
76000.0 76500.0   CHOL 259 760 765
136000.0 136500.0   CHOL 202 1360 1365
137000.0 137500.0   CHOL 202 1370 1375
139500.0 140000.0   CHOL 202 1395 1400
141000.0 141500.0   CHOL 202 1410 1415
145000.0 145500.0   CHOL 202 1450 1455
146500.0 147000.0   CHOL 202 1465 1470
