# time n - 500 (ps)    time n (ps)     molecule
500.0 1000.0   CHOL 283 5 10
2000.0 2500.0   CHOL 261 20 25
2000.0 2500.0   CHOL 283 20 25
4500.0 5000.0   CHOL 261 45 50
18000.0 18500.0   CHOL 281 180 185
22000.0 22500.0   CHOL 281 220 225
24000.0 24500.0   CHOL 236 240 245
24000.0 24500.0   CHOL 281 240 245
26000.0 26500.0   CHOL 236 260 265
26500.0 27000.0   CHOL 281 265 270
27500.0 28000.0   CHOL 281 275 280
33000.0 33500.0   CHOL 281 330 335
37000.0 37500.0   CHOL 281 370 375
41500.0 42000.0   CHOL 281 415 420
42500.0 43000.0   CHOL 281 425 430
44500.0 45000.0   CHOL 281 445 450
52500.0 53000.0   CHOL 281 525 530
53500.0 54000.0   CHOL 281 535 540
57500.0 58000.0   CHOL 281 575 580
59000.0 59500.0   CHOL 281 590 595
60500.0 61000.0   CHOL 281 605 610
62000.0 62500.0   CHOL 281 620 625
63500.0 64000.0   CHOL 281 635 640
65000.0 65500.0   CHOL 281 650 655
67500.0 68000.0   CHOL 281 675 680
71500.0 72000.0   CHOL 281 715 720
72500.0 73000.0   CHOL 281 725 730
73500.0 74000.0   CHOL 281 735 740
78000.0 78500.0   CHOL 281 780 785
81500.0 82000.0   CHOL 281 815 820
84500.0 85000.0   CHOL 281 845 850
86000.0 86500.0   CHOL 281 860 865
88500.0 89000.0   CHOL 281 885 890
90000.0 90500.0   CHOL 281 900 905
91500.0 92000.0   CHOL 281 915 920
93500.0 94000.0   CHOL 281 935 940
96000.0 96500.0   CHOL 281 960 965
99000.0 99500.0   CHOL 281 990 995
105500.0 106000.0   CHOL 281 1055 1060
111500.0 112000.0   CHOL 281 1115 1120
113000.0 113500.0   CHOL 281 1130 1135
115000.0 115500.0   CHOL 281 1150 1155
122500.0 123000.0   CHOL 281 1225 1230
123500.0 124000.0   CHOL 262 1235 1240
126500.0 127000.0   CHOL 262 1265 1270
127000.0 127500.0   CHOL 281 1270 1275
127500.0 128000.0   CHOL 262 1275 1280
130500.0 131000.0   CHOL 281 1305 1310
132500.0 133000.0   CHOL 281 1325 1330
135000.0 135500.0   CHOL 281 1350 1355
139500.0 140000.0   CHOL 281 1395 1400
142500.0 143000.0   CHOL 281 1425 1430
143500.0 144000.0   CHOL 281 1435 1440
153500.0 154000.0   CHOL 281 1535 1540
154500.0 155000.0   CHOL 281 1545 1550
155500.0 156000.0   CHOL 281 1555 1560
158000.0 158500.0   CHOL 281 1580 1585
165000.0 165500.0   CHOL 281 1650 1655
167000.0 167500.0   CHOL 281 1670 1675
169500.0 170000.0   CHOL 281 1695 1700
178000.0 178500.0   CHOL 281 1780 1785
179000.0 179500.0   CHOL 281 1790 1795
180500.0 181000.0   CHOL 281 1805 1810
185500.0 186000.0   CHOL 281 1855 1860
186500.0 187000.0   CHOL 281 1865 1870
189500.0 190000.0   CHOL 281 1895 1900
191000.0 191500.0   CHOL 281 1910 1915
192000.0 192500.0   CHOL 281 1920 1925
197000.0 197500.0   CHOL 281 1970 1975
198000.0 198500.0   CHOL 281 1980 1985
199500.0 200000.0   CHOL 281 1995 2000
201000.0 201500.0   CHOL 281 2010 2015
202500.0 203000.0   CHOL 281 2025 2030
204000.0 204500.0   CHOL 281 2040 2045
206000.0 206500.0   CHOL 281 2060 2065
208500.0 209000.0   CHOL 281 2085 2090
211500.0 212000.0   CHOL 281 2115 2120
216500.0 217000.0   CHOL 281 2165 2170
219000.0 219500.0   CHOL 281 2190 2195
221000.0 221500.0   CHOL 281 2210 2215
222500.0 223000.0   CHOL 281 2225 2230
224000.0 224500.0   CHOL 281 2240 2245
225000.0 225500.0   CHOL 281 2250 2255
226000.0 226500.0   CHOL 281 2260 2265
228500.0 229000.0   CHOL 281 2285 2290
236000.0 236500.0   CHOL 281 2360 2365
578000.0 578500.0   CHOL 264 5780 5785
580500.0 581000.0   CHOL 264 5805 5810
586500.0 587000.0   CHOL 264 5865 5870
590000.0 590500.0   CHOL 264 5900 5905
591000.0 591500.0   CHOL 264 5910 5915
596500.0 597000.0   CHOL 264 5965 5970
598000.0 598500.0   CHOL 264 5980 5985
