# res.; time-begin; time-end; to leaflet; outcome
POPG    1    9523    9673    1    Fail
POPG    5    4629    4755    1    Fail
POPG    6    4804    4941    1    Fail
POPG    10    7517    7884    1    Fail
POPG    12    7796    8008    1    Fail
POPG    12    8139    8289    1    Fail
POPG    40    2705    2806    1    Fail
POPG    44    6010    6111    1    Fail
POPG    50    3967    4131    1    Fail
POPG    59    6133    6251    1    Fail
POPG    62    7667    7822    1    Fail
POPG    62    8544    8775    1    Fail
POPG    64    8525    8738    1    Fail
POPG    65    2579    2697    1    Fail
POPG    68    7081    7188    1    Fail
POPG    70    5783    6113    1    Fail
POPG    70    7689    7878    1    Fail
POPG    71    2846    2995    1    Fail
POPG    73    7900    8071    1    Fail
POPG    76    9130    9234    1    Fail
POPG    78    7676    7968    1    Fail
POPG    79    7708    7940    1    Fail
POPG    85    8286    8513    1    Fail
POPG    85    8617    8720    1    Fail
POPG    86    7654    7769    1    Fail
POPG    87    1381    1679    1    Fail
POPG    91    2802    2929    1    Fail
POPG    95    8031    8134    1    Fail
POPG    101    5790    6013    1    Fail
POPG    102    5871    5991    1    Fail
POPG    112    722    825    1    Fail
POPG    112    3328    3533    1    Fail
POPG    114    6651    6806    1    Fail
POPG    115    1252    1547    1    Fail
POPG    121    8289    8468    1    Fail
POPG    122    3338    3617    1    Fail
POPG    126    2167    2311    1    Fail
POPG    127    1586    1774    1    Fail
POPG    131    5847    6075    1    Fail
POPG    142    4737    4868    1    Fail
POPG    149    7620    7811    1    Fail
POPG    149    7917    8027    1    Fail
POPG    160    5890    6131    1    Fail
POPG    161    6684    6811    1    Fail
POPG    162    1423    1615    1    Fail
POPG    179    4831    5062    1    Fail
POPG    179    6575    6734    1    Fail
POPG    189    5503    5605    -1    Fail
POPG    194    140    330    -1    Fail
POPG    196    9269    9506    -1    Fail
POPG    201    5855    6003    -1    Fail
POPG    222    3413    3684    -1    Fail
POPG    223    2548    2703    -1    Fail
POPG    246    8025    8204    -1    Fail
POPG    247    3560    3662    -1    Fail
POPG    247    7341    7518    -1    Fail
POPG    248    5993    6119    -1    Fail
POPG    255    7312    7647    -1    Fail
POPG    284    4863    5004    -1    Fail
POPG    286    4216    4346    -1    Fail
POPG    288    3562    3666    -1    Fail
POPG    299    3407    3546    -1    Fail
POPG    303    6339    6477    -1    Fail
POPG    305    6030    6154    -1    Fail
POPG    316    6050    6166    -1    Fail
POPG    324    3771    3894    -1    Fail
POPG    326    6479    6728    -1    Fail
POPG    342    3423    3830    -1    Fail
POPG    342    4634    4775    -1    Fail
POPG    342    7057    7200    -1    Fail
POPG    342    7500    7648    -1    Fail
POPG    342    7893    8024    -1    Fail
POPG    348    824    969    -1    Fail
POPG    348    6894    7275    -1    Fail
POPG    349    4620    4813    -1    Fail
POPG    355    3070    3202    -1    Fail
POPG    358    6881    6998    -1    Fail
POPG    360    3614    3745    -1    Fail
POPG    361    4695    4851    -1    Fail
POPG    361    6342    6515    -1    Fail
POPG    361    6856    7186    -1    Fail
POPG    368    6604    6706    -1    Fail
