# time n - 1000 (ps)    time n (ps)     molecule
967500.0 968000.0   CHOL 1152 767 768
973500.0 974000.0   CHOL 1152 773 774
983500.0 984000.0   CHOL 1152 783 784
987500.0 988000.0   CHOL 1152 787 788
992500.0 993000.0   CHOL 1152 792 793
998500.0 999000.0   CHOL 1152 798 799
