# res.; time-begin; time-end; to leaflet; outcome
DPPC    1    403    578    -1    Fail
DPPC    1    678    797    1    Success
DPPC    1    2303    2675    1    Fail
DPPC    2    581    733    1    Fail
DPPC    4    4457    862    -1    Success
DPPC    4    1805    2722    -1    Fail
DPPC    4    3128    3629    -1    Fail
DPPC    4    3807    3965    -1    Fail
DPPC    4    5464    5570    1    Fail
DPPC    5    1690    861    -1    Success
DPPC    5    3622    3829    1    Fail
DPPC    5    3972    5052    1    Fail
DPPC    6    2656    2779    1    Fail
DPPC    6    2889    3503    1    Fail
DPPC    7    5938    62    1    Success
DPPC    7    333    499    1    Fail
DPPC    9    2895    3473    -1    Fail
DPPC    9    3621    3849    -1    Fail
DPPC    9    3956    4801    -1    Fail
DPPC    9    4932    5584    -1    Fail
DPPC    9    5703    5778    1    Success
DPPC    11    1413    1783    -1    Fail
DPPC    11    2889    3140    -1    Fail
DPPC    11    3621    3980    1    Success
DPPC    11    4284    4463    1    Fail
DPPC    11    4795    5586    -1    Success
DPPC    11    5699    5754    1    Success
DPPC    12    757    864    1    Success
DPPC    12    2041    2722    1    Fail
DPPC    13    758    862    1    Success
DPPC    13    2303    2690    1    Fail
DPPC    14    323    766    1    Success
DPPC    14    2304    2437    1    Fail
DPPC    14    2551    2674    1    Fail
DPPC    16    1813    2174    -1    Fail
DPPC    16    2303    2735    -1    Fail
DPPC    16    3115    3634    -1    Fail
DPPC    16    3807    3977    -1    Fail
DPPC    16    4284    4458    -1    Fail
DPPC    16    5049    5180    -1    Fail
DPPC    16    5360    5716    -1    Fail
DPPC    17    1798    2947    -1    Fail
DPPC    17    3103    3637    -1    Fail
DPPC    17    3799    3977    -1    Fail
DPPC    17    4284    4458    -1    Fail
DPPC    17    5047    5246    -1    Fail
DPPC    17    5360    5468    -1    Fail
DPPC    17    5577    5716    -1    Fail
DPPC    18    1413    737    -1    Success
DPPC    18    2889    3155    1    Fail
DPPC    18    3306    3439    1    Fail
DPPC    19    4457    4559    -1    Fail
DPPC    20    4457    4561    -1    Fail
DPPC    21    3704    3828    -1    Fail
DPPC    21    4053    4164    1    Success
DPPC    21    4265    5088    -1    Success
DPPC    21    5234    5584    -1    Fail
DPPC    21    5703    5787    1    Success
DPPC    22    1633    1817    -1    Success
DPPC    22    3983    4646    1    Success
DPPC    22    4798    5055    -1    Success
DPPC    22    5227    5367    -1    Fail
DPPC    22    5479    5584    -1    Fail
DPPC    22    5703    5787    1    Success
DPPC    23    1429    1633    1    Fail
DPPC    23    1798    1850    -1    Success
DPPC    23    2895    3155    -1    Fail
DPPC    23    3621    3670    1    Success
DPPC    23    3798    4160    1    Fail
DPPC    23    4284    4463    1    Fail
DPPC    23    4795    5150    1    Fail
DPPC    24    416    578    -1    Fail
DPPC    24    757    830    1    Success
DPPC    24    2303    2674    1    Fail
DPPC    25    417    578    -1    Fail
DPPC    25    721    861    1    Success
DPPC    25    2308    2437    1    Fail
DPPC    26    428    734    1    Fail
DPPC    30    3798    4164    -1    Fail
DPPC    30    4284    4463    -1    Fail
DPPC    30    4792    5246    -1    Fail
DPPC    30    5360    5754    -1    Fail
DPPC    31    1413    1815    1    Fail
DPPC    31    2663    2779    1    Fail
DPPC    31    2889    3503    1    Fail
DPPC    32    2879    5095    1    Fail
DPPC    32    5232    5370    1    Fail
DPPC    33    5941    98    1    Success
DPPC    34    4423    4865    -1    Fail
DPPC    34    5242    5344    -1    Fail
DPPC    34    5764    5791    1    Success
DPPC    35    3704    3814    -1    Fail
DPPC    35    3973    4801    -1    Fail
DPPC    35    4936    5056    -1    Fail
DPPC    35    5163    5754    1    Success
DPPC    36    819    966    1    Success
DPPC    36    1812    2273    -1    Success
DPPC    36    2656    2736    1    Success
DPPC    36    2843    2945    1    Fail
DPPC    36    3128    3250    1    Fail
DPPC    36    3431    3634    1    Fail
DPPC    36    3827    3947    1    Fail
DPPC    37    1803    2273    -1    Success
DPPC    37    2660    2734    1    Success
DPPC    37    3128    3249    1    Fail
DPPC    37    3430    3628    1    Fail
DPPC    37    3827    3947    1    Fail
DPPC    38    4274    5779    -1    Fail
DPPC    39    2314    2449    1    Fail
DPPC    40    3798    4161    -1    Fail
DPPC    40    4284    4458    -1    Fail
DPPC    40    4795    5247    -1    Fail
DPPC    40    5360    5477    -1    Fail
DPPC    40    5577    5722    -1    Fail
DPPC    41    3798    3980    -1    Fail
DPPC    41    4284    4458    -1    Fail
DPPC    41    5047    5246    -1    Fail
DPPC    41    5360    5477    -1    Fail
DPPC    41    5577    5754    -1    Fail
DPPC    42    3974    862    -1    Success
DPPC    42    2303    2674    -1    Fail
DPPC    42    4942    5052    1    Fail
DPPC    42    5234    5585    1    Fail
DPPC    43    1537    861    -1    Success
DPPC    44    1147    797    -1    Success
DPPC    44    1606    1814    1    Fail
DPPC    44    3621    3832    1    Fail
DPPC    44    3955    5055    1    Fail
DPPC    44    5232    5584    1    Fail
DPPC    45    2889    3155    1    Fail
DPPC    45    3306    3439    1    Fail
DPPC    45    3619    5114    1    Fail
DPPC    47    4137    4654    1    Success
DPPC    47    4787    5056    -1    Success
DPPC    47    5234    5590    -1    Fail
DPPC    47    5703    5776    1    Success
DPPC    48    1351    1853    -1    Success
DPPC    48    2889    3155    -1    Fail
DPPC    48    3306    3495    -1    Fail
DPPC    48    3615    3647    1    Success
DPPC    48    3798    3977    1    Fail
DPPC    49    1150    1258    -1    Fail
DPPC    49    1413    1840    -1    Fail
DPPC    49    2889    2952    1    Success
DPPC    49    3128    3471    -1    Success
DPPC    49    3621    3670    1    Success
DPPC    49    3798    3980    1    Fail
DPPC    50    1392    1467    1    Success
DPPC    50    1798    1853    -1    Success
DPPC    50    2663    2779    -1    Fail
DPPC    50    2884    2945    1    Success
DPPC    50    3128    3637    1    Fail
DPPC    50    3798    3965    1    Fail
DPPC    51    473    592    -1    Fail
DPPC    51    730    768    1    Success
DPPC    51    3103    3250    -1    Fail
DPPC    51    3441    3577    -1    Fail
DPPC    51    3821    3965    -1    Fail
DPPC    51    4978    5584    1    Fail
DPPC    52    581    736    1    Fail
DPPC    55    1327    1572    -1    Fail
DPPC    55    1798    2945    -1    Fail
DPPC    55    3128    3634    -1    Fail
DPPC    55    3805    3977    -1    Fail
DPPC    56    3017    861    -1    Success
DPPC    56    2303    2674    -1    Fail
DPPC    56    3622    3828    1    Fail
DPPC    56    3958    5052    1    Fail
DPPC    56    5234    5585    1    Fail
DPPC    57    1395    1853    1    Fail
DPPC    57    2076    2223    1    Fail
DPPC    61    4140    4650    1    Success
DPPC    61    4792    5056    -1    Success
DPPC    61    5234    5585    -1    Fail
DPPC    61    5699    5776    1    Success
DPPC    62    1460    1815    -1    Fail
DPPC    62    2896    3155    -1    Fail
DPPC    62    3306    3436    -1    Fail
DPPC    62    3622    3855    -1    Fail
DPPC    62    3958    4163    1    Success
DPPC    62    4284    4458    1    Fail
DPPC    62    5049    5246    1    Fail
DPPC    62    5577    5718    1    Fail
DPPC    63    4401    4654    1    Success
DPPC    63    4787    5059    -1    Success
DPPC    63    5232    5589    -1    Fail
DPPC    63    5703    5777    1    Success
DPPC    64    2303    2452    1    Fail
DPPC    65    1803    2272    -1    Success
DPPC    65    2426    2838    1    Success
DPPC    65    3103    3249    1    Fail
DPPC    65    3431    3634    1    Fail
DPPC    65    3805    3965    1    Fail
DPPC    66    323    768    1    Success
DPPC    66    2304    2449    1    Fail
DPPC    67    3430    3634    1    Fail
DPPC    67    3807    3965    1    Fail
DPPC    67    5564    5708    1    Fail
DPPC    69    4274    4650    -1    Fail
DPPC    69    4751    5778    -1    Fail
DPPC    71    1798    2952    -1    Fail
DPPC    71    3102    3634    -1    Fail
DPPC    71    3805    3965    -1    Fail
DPPC    72    5909    78    1    Success
DPPC    72    417    525    1    Fail
DPPC    73    3011    3147    -1    Fail
DPPC    73    3622    3849    -1    Fail
DPPC    73    3958    4164    1    Success
DPPC    73    4284    4458    1    Fail
DPPC    73    5047    5246    1    Fail
DPPC    74    3022    3140    -1    Fail
DPPC    74    3306    3439    -1    Fail
