# res.; time-begin; time-end; to leaflet; outcome
CHOL    1030    576    584    -1    Success
CHOL    1039    574    586    1    Success
CHOL    1118    474    480    1    Success
CHOL    1134    516    524    1    Success
CHOL    1201    238    243    -1    Success
CHOL    1240    612    652    -1    Success
CHOL    1252    377    383    -1    Success
CHOL    1253    302    360    -1    Success
